name,gender,age,city,platform_primary,platform_secondary,sector,tenure_platform_1_months,tenure_platform_2_months,working_hours_per_day,rating,avg_monthly_earnings,total_earnings,std_dev_earnings,recurring_expenses,cash_inflow_to_outflow_ratio,savings,net_savings_ratio,emergency_fund_months_covered,dependent_count,credit_card_user,credit_score,credit_history_length_months,education,loan_amount_requested,loan_term_months,interest_rate,purpose_of_loan,location_stability,earnings_trend_slope_6mo,num_loan_rejections_6mo,assets_inr,repayment_status
Ekalinga Raghavan,Male,27,Aurangabad,HandyManGo,QuickFix,other,10,13,7,4.250589256019087,20063,240756,4702.42,9193,1.09,0,0.0,3.2,0,False,,0,12th,109561,36,19.57,medical,stable,-0.0,0,"{""vehicle"": 258951, ""home"": 933547}",0.0
Abhiram Agarwal,Male,26,Rampur,Zomato,Instamart,food_delivery,26,30,11,4.1,25293,303516,4858.55,13570,0.99,25000,0.08,3.3,1,True,369.0,59,10th,40082,24,19.15,wedding,stable,-0.13,0,"{""vehicle"": 215000}",1.0
Kabir Roy,Male,20,Salem,Swiggy,Zepto,food_delivery,8,12,12,4.4,32127,385524,5451.19,16977,1.0,0,0.0,2.0,1,False,,0,10th,56665,36,11.78,vehicle,stable,-0.21,0,{},0.0
Kalpit Tailor,Male,48,Maheshtala,Zomato,Zepto,food_delivery,37,33,8,4.4,32631,391572,4680.99,14511,0.7,10000,0.03,1.7,0,False,,0,12th,69238,12,18.35,wedding,stable,-0.03,0,"{""vehicle"": 200646}",1.0
Rishi Chokshi,Male,20,Berhampur,HandyManGo,QuickFix,other,53,52,8,4.250589256019087,23537,282444,8287.11,13910,1.33,0,0.0,1.0,1,False,,0,10th,88578,36,14.65,vehicle,stable,-0.03,0,"{""vehicle"": 50925}",0.0
Harrison Kunda,Male,30,Bidhannagar,Swiggy,Instamart,food_delivery,50,50,11,4.6,21499,257988,3793.83,14892,0.81,0,0.0,0.2,3,False,,0,graduate,79598,36,11.18,debt_consolidation,stable,-0.13,0,"{""vehicle"": 245963, ""home"": 375345}",1.0
Hemal Krishnamurthy,Female,21,Raurkela Industrial Township,KaamWaliBai,HouseHelpIndia,domestic,5,0,7,4.250589256019087,12065,144780,2509.17,5728,1.45,0,0.0,1.1,0,False,,0,graduate,85775,24,16.23,vehicle,stable,0.09,0,"{""vehicle"": 265809}",0.0
Qabil Raja,Male,48,Gulbarga,Swiggy,,food_delivery,13,0,8,3.5,23553,282636,5657.07,14403,1.45,10000,0.04,3.9,0,False,,0,10th,45669,36,13.0,debt_consolidation,unstable,0.06,0,"{""vehicle"": 137730, ""home"": 1116238}",0.0
Chaitaly Madan,Female,34,Dewas,UrbanClap,Yes Madam,beauty,11,10,9,4.9,26810,321720,10247.16,11910,1.35,0,0.0,3.4,1,False,,0,12th,129465,36,22.01,debt_consolidation,unstable,0.11,0,{},0.0
Vasana Mandal,Female,38,Sirsa,Yes Madam,,beauty,53,0,6,4.1,13556,162672,2117.75,8607,1.0,10000,0.06,3.9,0,False,,0,10th,128261,36,17.95,business,stable,0.04,0,"{""vehicle"": 165899}",0.0
Umang Sur,Male,30,Junagadh,QuickFix,HandyManGo,other,12,7,7,4.250589256019087,72150,865800,21507.5,29452,1.41,0,0.0,0.5,2,False,,0,10th,147757,24,11.37,education,stable,0.15,0,{},1.0
Benjamin Lata,Male,28,Durg,QuickFix,HandyManGo,other,55,52,7,4.250589256019087,43945,527340,17470.02,20915,1.12,0,0.0,3.7,3,False,,0,graduate,93607,12,19.77,medical,stable,0.02,0,"{""vehicle"": 299697, ""land"": 278388}",1.0
Udarsh Naidu,Male,21,Malegaon,UrbanClap,Yes Madam,beauty,56,58,7,3.7,26751,321012,9129.56,14905,0.7,0,0.0,0.3,1,False,,0,graduate,136123,12,15.68,debt_consolidation,stable,-0.01,1,"{""land"": 129054}",0.0
Victor Andra,Male,18,Sultan Pur Majra,Uber,Ola,cab,56,53,13,4.4,24658,295896,3589.13,16080,1.45,10000,0.03,1.4,2,False,,0,12th,22038,12,17.47,debt_consolidation,stable,-0.01,0,"{""vehicle"": 77487, ""home"": 1281891}",1.0
Viraj Koshy,Male,44,South Dumdum,Zepto,Instamart,food_delivery,32,30,12,5.0,36948,443376,5150.67,24813,1.33,0,0.0,1.8,1,False,,0,10th,34857,24,20.47,medical,semi-stable,-0.0,0,{},1.0
Reyansh Sama,Male,44,Rajpur Sonarpur,Instamart,,food_delivery,53,0,10,4.1,20997,251964,2206.95,13469,0.95,0,0.0,0.4,2,False,,0,12th,120121,12,17.74,education,stable,0.03,0,"{""vehicle"": 220627}",0.0
Urvashi Bhat,Female,30,Serampore,Yes Madam,UrbanClap,beauty,37,32,9,4.4,8000,96000,933.2,3384,0.99,0,0.0,3.2,1,False,,0,10th,72875,36,13.76,debt_consolidation,stable,-0.13,0,"{""home"": 356455}",0.0
Faraj Pillai,Male,38,Gandhidham,Zepto,Swiggy,food_delivery,39,34,12,4.5,27375,328500,4413.67,11888,1.0,10000,0.03,2.8,1,True,454.0,29,10th,148628,24,22.98,education,stable,-0.14,0,{},1.0
Upadhriti Keer,Female,48,Nadiad,UrbanClap,Yes Madam,beauty,5,8,8,3.7,40440,485280,6944.83,16645,1.05,25000,0.05,0.2,0,False,,0,12th,130254,24,22.64,business,semi-stable,0.01,0,"{""vehicle"": 115133, ""home"": 312083, ""land"": 595089}",0.0
Liam Jain,Male,49,Anand,Instamart,Zomato,food_delivery,39,38,10,4.0,35152,421824,13425.36,21820,1.13,0,0.0,3.7,0,False,,0,graduate,11441,36,23.89,medical,semi-stable,0.06,0,"{""vehicle"": 231433}",1.0
Wridesh Golla,Male,38,Hapur,QuickFix,HandyManGo,other,15,13,6,4.250589256019087,25421,305052,5082.36,13858,1.19,10000,0.03,2.9,1,False,,0,12th,62974,36,17.96,business,stable,-0.09,1,{},0.0
Ethan Kannan,Male,28,Guwahati,Zepto,Zomato,food_delivery,12,10,11,3.8,29441,353292,10072.67,12495,1.07,10000,0.03,3.5,0,True,472.0,18,12th,140844,36,21.5,vehicle,stable,0.1,0,"{""vehicle"": 53998}",0.0
Xavier Contractor,Male,18,Hubli–Dharwad,Uber,Rapido,cab,43,46,12,4.9,17215,206580,6285.0,10989,1.22,0,0.0,2.4,0,True,450.0,55,10th,99433,24,17.42,vehicle,semi-stable,0.05,0,"{""vehicle"": 174714, ""home"": 311030}",1.0
Devika Gokhale,Female,35,Dehradun,Yes Madam,UrbanClap,beauty,18,12,8,4.2,26652,319824,6905.57,13889,0.77,0,0.0,1.3,2,False,,0,10th,116566,12,17.71,business,stable,-0.06,0,"{""vehicle"": 179875, ""home"": 392409}",0.0
Advay Sagar,Male,21,Ranchi,Swiggy,Zomato,food_delivery,34,32,9,4.3,30879,370548,4738.57,21389,1.11,10000,0.03,1.7,0,False,,0,graduate,117919,12,20.25,vehicle,semi-stable,0.04,0,"{""vehicle"": 109396, ""land"": 516172}",1.0
Krish Karan,Male,19,Pali,Swiggy,Instamart,food_delivery,32,31,9,4.1,28631,343572,7019.71,13552,0.92,0,0.0,0.4,0,True,626.0,51,10th,97251,12,21.88,wedding,semi-stable,-0.06,0,"{""vehicle"": 226329, ""land"": 764532}",0.0
Samesh Handa,Male,43,Kalyan-Dombivli,Zepto,Swiggy,food_delivery,19,20,11,3.6,34855,418260,8667.92,16200,1.29,10000,0.02,1.2,1,True,732.0,53,12th,14959,12,11.06,debt_consolidation,stable,0.03,0,"{""land"": 500146}",1.0
Anirudh Acharya,Male,33,Hubli–Dharwad,Uber,Rapido,cab,19,18,14,4.5,27961,335532,8092.83,13721,1.38,0,0.0,1.9,2,False,,0,10th,60986,36,20.71,debt_consolidation,stable,-0.07,1,{},1.0
Kai Sidhu,Male,18,Bongaigaon,Rapido,Ola,cab,34,36,11,3.6,28310,339720,3597.39,11458,1.47,0,0.0,2.8,2,False,,0,graduate,77497,36,18.08,medical,stable,0.02,0,"{""vehicle"": 193488, ""land"": 683505}",1.0
Warinder Sha,Male,31,Gandhinagar,UrbanClap,Yes Madam,beauty,21,17,9,4.0,20190,242280,5925.39,13396,0.99,0,0.0,2.2,0,False,,0,12th,65279,12,11.23,business,stable,0.2,0,{},0.0
Tejas Patla,Male,41,Khandwa,Zomato,Swiggy,food_delivery,22,20,10,5.0,23109,277308,7287.31,13322,1.19,0,0.0,3.2,0,False,,0,10th,14680,36,22.92,wedding,stable,-0.02,0,"{""home"": 1474719}",1.0
Kai Swaminathan,Male,29,Varanasi,Rapido,Ola,cab,27,28,11,4.9,37888,454656,5411.36,23686,1.29,0,0.0,0.0,1,False,,0,10th,33651,12,21.5,debt_consolidation,unstable,0.12,0,"{""vehicle"": 162025, ""home"": 1038475}",1.0
Damini Kumar,Female,28,Morena,HouseHelpIndia,KaamWaliBai,domestic,10,14,7,4.250589256019087,29380,352560,8418.79,18059,1.01,0,0.0,2.7,1,False,,0,10th,32423,36,23.78,debt_consolidation,semi-stable,0.15,0,"{""vehicle"": 228829}",0.0
Zansi Chacko,Female,38,Udaipur,UrbanPro,Vedantu,tutoring,5,1,6,4.250589256019087,27536,330432,8921.16,11392,1.25,10000,0.03,2.5,0,True,379.0,51,12th,84639,12,18.87,vehicle,stable,-0.0,0,{},0.0
Chakradhar Sachdeva,Male,24,Tiruchirappalli,Zomato,Instamart,food_delivery,43,48,11,3.8,32189,386268,7965.27,19246,1.02,0,0.0,3.1,1,False,,0,12th,12723,36,11.81,education,unstable,0.13,0,{},1.0
Teerth Nagy,Male,50,Bhiwani,HouseHelpIndia,KaamWaliBai,domestic,27,22,7,4.250589256019087,26220,314640,5938.41,13693,0.85,10000,0.03,1.7,1,False,,0,graduate,73666,24,20.25,vehicle,stable,-0.03,0,"{""vehicle"": 93854, ""land"": 431960}",0.0
Ira Bhatnagar,Female,29,Gangtok,KaamWaliBai,HouseHelpIndia,domestic,51,51,8,4.250589256019087,15729,188748,4063.78,8850,0.86,0,0.0,3.8,3,False,,0,12th,57780,36,15.65,medical,semi-stable,0.04,1,"{""vehicle"": 117816}",0.0
Raksha Subramanian,Female,38,Dhanbad,UrbanClap,Yes Madam,beauty,37,42,6,3.9,13865,166380,5241.67,6695,0.83,0,0.0,2.0,1,False,,0,10th,118168,36,19.43,wedding,stable,-0.04,0,"{""vehicle"": 276776, ""land"": 743710}",0.0
Eta Ghosh,Female,44,Jhansi,Vedantu,UrbanPro,tutoring,37,37,8,4.250589256019087,21380,256560,3651.64,8637,1.12,0,0.0,2.3,0,False,,0,10th,26522,24,16.03,education,unstable,0.01,1,"{""vehicle"": 187060}",0.0
Samarth Guha,Male,29,Hapur,Vedantu,UrbanPro,tutoring,19,22,7,4.250589256019087,25055,300660,5274.19,14828,1.2,10000,0.03,2.7,2,True,591.0,6,10th,95495,36,21.48,debt_consolidation,stable,0.12,0,"{""vehicle"": 274693, ""land"": 783729}",0.0
Amruta Devan,Female,45,Ghaziabad,KaamWaliBai,HouseHelpIndia,domestic,12,15,7,4.250589256019087,31765,381180,6318.11,18789,1.44,0,0.0,0.2,0,True,326.0,44,12th,65854,12,22.14,wedding,unstable,0.07,0,{},0.0
Arin Kala,Male,45,Kozhikode,Instamart,Zomato,food_delivery,25,25,10,3.8,43691,524292,15334.37,19797,1.48,25000,0.05,2.2,1,False,,0,12th,66628,24,16.44,business,unstable,-0.07,0,"{""vehicle"": 237259}",1.0
Nakul Singh,Male,18,Gaya,Zomato,Swiggy,food_delivery,53,56,12,4.0,30686,368232,10208.86,15374,1.23,10000,0.03,3.4,1,True,677.0,34,12th,82482,36,22.53,debt_consolidation,stable,0.03,0,"{""home"": 1344694}",1.0
Gaurangi Ratta,Female,21,Durgapur,HouseHelpIndia,KaamWaliBai,domestic,46,42,8,4.250589256019087,25241,302892,3824.12,15794,1.21,0,0.0,3.7,2,False,,0,none,132341,36,16.88,debt_consolidation,stable,0.17,0,{},0.0
Darpan Ramakrishnan,Male,37,Anantapur,Uber,Rapido,cab,43,47,13,5.0,25783,309396,8262.98,16074,1.46,0,0.0,2.9,1,False,,0,10th,105237,12,21.83,vehicle,stable,0.05,0,"{""vehicle"": 135194}",1.0
Nimrat Dua,Female,38,Nagaon,HouseHelpIndia,,domestic,58,0,7,4.250589256019087,22575,270900,3133.42,15333,1.16,0,0.0,1.2,0,False,,0,12th,40437,24,19.3,wedding,stable,0.15,2,"{""vehicle"": 184968}",0.0
Ekta Kale,Female,19,Tinsukia,KaamWaliBai,HouseHelpIndia,domestic,30,24,9,4.250589256019087,26429,317148,6639.1,16131,0.83,25000,0.08,3.6,2,False,,0,none,111833,36,19.15,education,unstable,-0.02,0,"{""vehicle"": 173357}",0.0
Atharv Rai,Male,50,Adoni,Swiggy,Zomato,food_delivery,5,8,12,3.6,26019,312228,8456.52,11429,0.89,0,0.0,0.7,0,False,,0,graduate,64808,12,17.41,wedding,stable,-0.06,0,"{""vehicle"": 86768}",0.0
Tarak Thaker,Male,23,Danapur,QuickFix,HandyManGo,other,56,51,7,4.250589256019087,31485,377820,12555.23,16172,1.32,0,0.0,3.7,1,False,,0,10th,108480,36,20.08,debt_consolidation,semi-stable,0.15,0,"{""home"": 1136090}",1.0
Saksham Baria,Male,33,Korba,QuickFix,HandyManGo,other,57,59,9,4.250589256019087,8000,96000,2328.1,5157,0.77,0,0.0,2.8,1,False,,0,graduate,77446,36,15.79,vehicle,stable,0.0,0,"{""home"": 1401506}",0.0
Farhan Cheema,Male,42,Anantapuram,Ola,Rapido,cab,34,32,10,4.0,18270,219240,5793.11,8363,1.03,0,0.0,0.6,1,False,,0,12th,10262,24,13.74,medical,stable,0.03,0,"{""vehicle"": 82226}",0.0
Nitara Dara,Female,34,Ulhasnagar,Yes Madam,UrbanClap,beauty,17,21,9,4.6,25045,300540,4703.32,12905,0.9,25000,0.08,2.6,0,False,,0,none,106189,36,20.34,wedding,stable,-0.02,0,"{""home"": 1213488}",1.0
Harrison Atwal,Male,39,Warangal,QuickFix,HandyManGo,other,5,6,10,4.250589256019087,30097,361164,9180.53,17928,1.39,10000,0.03,2.0,2,False,,0,10th,85103,24,23.68,debt_consolidation,semi-stable,-0.12,0,"{""vehicle"": 194391}",0.0
Aryan Singh,Male,26,Secunderabad,Swiggy,Instamart,food_delivery,6,8,8,4.2,43506,522072,4917.2,27119,1.24,0,0.0,2.1,2,False,,0,10th,126907,12,11.03,business,semi-stable,-0.03,0,{},0.0
Garima Lalla,Female,18,Ahmedabad,Yes Madam,UrbanClap,beauty,9,13,8,3.8,25201,302412,6809.7,13096,1.15,0,0.0,1.3,0,False,,0,graduate,136742,24,14.01,medical,stable,0.08,0,"{""land"": 320034}",0.0
Abhimanyu Baral,Male,48,Kottayam,Uber,,cab,26,0,14,4.1,24104,289248,5053.5,14339,1.41,10000,0.03,2.9,2,False,,0,12th,96112,12,18.03,wedding,semi-stable,0.1,1,"{""vehicle"": 121050, ""home"": 523284}",1.0
Vihaan Goel,Male,50,Hazaribagh,Swiggy,Zomato,food_delivery,19,16,8,4.3,19608,235296,5316.05,9928,1.27,0,0.0,2.9,3,False,,0,12th,88946,12,15.8,debt_consolidation,semi-stable,-0.05,0,"{""vehicle"": 202486, ""home"": 1284735}",0.0
Tanvi Khalsa,Female,18,Morena,Yes Madam,UrbanClap,beauty,54,50,9,4.9,18068,216816,3986.48,11279,0.88,0,0.0,2.6,2,True,442.0,26,12th,69431,24,16.97,debt_consolidation,unstable,0.1,0,"{""vehicle"": 141177, ""home"": 1009716}",0.0
Umang Sehgal,Male,21,Nagpur,Rapido,Ola,cab,11,12,11,3.8,17304,207648,2876.31,12088,1.09,10000,0.05,0.6,0,False,,0,12th,40034,24,22.61,debt_consolidation,semi-stable,-0.07,0,"{""vehicle"": 203641, ""land"": 493682}",0.0
Vritti Chaudry,Female,49,Rourkela,UrbanClap,Yes Madam,beauty,10,12,9,4.9,35106,421272,7701.63,20132,1.3,0,0.0,1.0,3,False,,0,12th,32953,24,18.76,wedding,semi-stable,-0.03,0,"{""vehicle"": 178683}",1.0
Michael Venkataraman,Male,37,Nagpur,Zepto,Instamart,food_delivery,55,59,11,5.0,15412,184944,2358.79,9027,1.38,0,0.0,2.3,1,False,,0,12th,83870,24,14.83,wedding,stable,-0.01,0,"{""vehicle"": 100213}",1.0
Arjun Sastry,Male,28,Kanpur,Zomato,Swiggy,food_delivery,54,52,8,3.6,29215,350580,7364.95,17347,1.09,0,0.0,1.6,0,True,649.0,52,graduate,47158,36,20.11,medical,stable,-0.0,0,"{""vehicle"": 55142, ""home"": 385387}",1.0
Netra Gole,Female,47,Bidar,UrbanClap,Yes Madam,beauty,9,5,6,4.6,33306,399672,11184.67,19264,0.8,0,0.0,3.3,2,False,,0,10th,99099,12,19.86,education,stable,0.11,0,"{""vehicle"": 208414, ""home"": 1373966}",0.0
Qadim Suresh,Male,41,Hyderabad,QuickFix,HandyManGo,other,53,51,10,4.250589256019087,37508,450096,4165.79,19057,1.06,10000,0.02,2.4,2,False,,0,10th,109999,36,12.16,medical,stable,0.03,0,"{""home"": 1416194}",1.0
Varenya Kara,Female,36,Bhagalpur,UrbanClap,Yes Madam,beauty,54,59,7,4.8,23401,280812,7109.57,12660,0.8,0,0.0,0.3,0,True,356.0,8,graduate,66260,36,13.48,vehicle,stable,-0.17,0,{},0.0
Ekaraj Dugal,Male,19,Hospet,Uber,Ola,cab,50,45,10,4.7,32678,392136,10592.38,14785,1.09,25000,0.06,2.5,0,False,,0,10th,101830,24,14.0,debt_consolidation,stable,0.09,0,{},1.0
Elijah Saraf,Male,45,Jamnagar,QuickFix,HandyManGo,other,47,50,11,4.250589256019087,31523,378276,8202.19,16136,1.3,0,0.0,2.3,0,True,448.0,24,10th,103269,36,13.12,education,stable,-0.12,0,{},1.0
Mahika Ben,Female,30,Hyderabad,HouseHelpIndia,KaamWaliBai,domestic,55,57,8,4.250589256019087,28339,340068,6733.99,15470,0.73,10000,0.03,2.6,0,False,,0,12th,61125,24,22.89,wedding,stable,-0.07,1,"{""vehicle"": 57890}",0.0
Nirja De,Female,35,Bongaigaon,Yes Madam,UrbanClap,beauty,17,21,8,4.4,21140,253680,7111.43,8466,0.82,10000,0.04,0.4,3,False,,0,10th,125984,12,22.02,debt_consolidation,stable,-0.02,0,"{""vehicle"": 151053}",0.0
Zayan Apte,Male,45,Vijayawada,Instamart,Swiggy,food_delivery,35,33,8,4.4,35034,420408,13281.08,21856,1.49,10000,0.02,0.9,2,False,,0,graduate,124308,24,12.67,wedding,stable,0.08,0,{},1.0
Harita Khanna,Female,45,Bihar Sharif,Yes Madam,UrbanClap,beauty,30,32,6,4.4,26594,319128,5235.41,14813,0.73,0,0.0,3.5,1,False,,0,graduate,94653,12,23.79,vehicle,stable,-0.1,0,"{""vehicle"": 144468}",0.0
Upma Vig,Female,18,Karaikudi,UrbanClap,Yes Madam,beauty,27,29,8,4.3,61967,743604,18474.61,35966,1.24,0,0.0,2.1,1,False,,0,10th,28740,36,10.84,medical,stable,-0.03,0,"{""vehicle"": 117308}",1.0
Zayan Walla,Male,49,Parbhani,Zepto,Instamart,food_delivery,31,28,10,3.7,27864,334368,6197.7,13856,0.71,0,0.0,0.8,0,False,,0,10th,97979,12,10.59,business,semi-stable,0.06,0,{},0.0
Michael Bandi,Male,27,Coimbatore,Zepto,Instamart,food_delivery,13,17,12,3.8,40052,480624,4229.2,16054,1.43,25000,0.05,2.9,0,False,,0,graduate,91683,12,20.61,debt_consolidation,stable,-0.07,2,"{""vehicle"": 184228}",1.0
Timothy Chanda,Male,36,New Delhi,Ola,Uber,cab,39,40,13,3.8,22338,268056,2957.15,14660,1.21,0,0.0,3.9,3,True,542.0,46,graduate,110510,36,22.65,business,unstable,-0.01,0,"{""vehicle"": 280982}",0.0
Zinal Sehgal,Female,32,Bhilwara,UrbanClap,Yes Madam,beauty,40,39,6,5.0,56538,678456,10963.62,29450,1.2,10000,0.01,0.6,1,True,339.0,29,12th,133821,12,23.22,vehicle,semi-stable,-0.08,0,"{""vehicle"": 161432, ""home"": 1096865}",1.0
Jackson Shankar,Male,34,Nagercoil,Zomato,Swiggy,food_delivery,52,54,11,4.1,72572,870864,11819.34,37359,1.29,10000,0.01,2.0,1,False,,0,none,26275,36,15.19,wedding,stable,0.06,0,"{""vehicle"": 199961, ""home"": 1355812}",1.0
Gabriel Deol,Male,28,Latur,HandyManGo,QuickFix,other,24,29,11,4.250589256019087,23434,281208,6968.49,11269,1.17,0,0.0,0.6,1,False,,0,10th,13673,24,13.74,vehicle,semi-stable,0.16,0,"{""vehicle"": 179528}",1.0
Abhimanyu Bhardwaj,Male,28,Serampore,UrbanClap,Yes Madam,beauty,25,29,7,4.9,25669,308028,3773.74,11193,0.94,0,0.0,2.1,1,False,,0,12th,99348,36,18.94,vehicle,stable,-0.09,0,"{""land"": 349149}",0.0
Vedhika Mishra,Female,47,Jalgaon,Yes Madam,UrbanClap,beauty,31,30,6,4.2,20574,246888,6636.41,12906,0.74,0,0.0,2.1,2,False,,0,12th,84046,24,12.78,vehicle,stable,0.04,2,"{""vehicle"": 154391}",0.0
Qabil Doctor,Male,23,Bhilwara,HandyManGo,QuickFix,other,45,45,7,4.250589256019087,23877,286524,8174.48,14025,1.17,10000,0.03,0.7,1,True,366.0,24,10th,127694,36,20.32,medical,stable,-0.14,0,"{""vehicle"": 174679}",0.0
Yadavi Krishnamurthy,Female,49,Dhule,HouseHelpIndia,KaamWaliBai,domestic,45,43,7,4.250589256019087,28138,337656,7574.69,14108,0.98,0,0.0,1.5,1,False,,0,10th,82593,36,11.01,education,stable,-0.12,0,"{""home"": 312257}",0.0
Urmi Narang,Female,41,Rewa,UrbanClap,,beauty,28,0,6,4.8,28631,343572,7656.21,16934,1.42,0,0.0,1.3,1,False,,0,graduate,123618,36,15.97,debt_consolidation,stable,-0.07,0,"{""vehicle"": 202351, ""land"": 325978}",0.0
Gopal Zachariah,Male,24,Kharagpur,Ola,,cab,31,0,13,3.5,22189,266268,6731.26,13640,1.31,0,0.0,3.7,1,False,,0,10th,77969,24,20.54,education,stable,0.05,0,"{""vehicle"": 152773}",0.0
Daniel Bail,Male,29,Guwahati,Zomato,Zepto,food_delivery,44,47,9,3.9,23197,278364,4105.69,15030,1.16,10000,0.04,2.0,1,False,,0,12th,25295,12,23.36,medical,stable,0.1,0,"{""land"": 956015}",1.0
Azaan Rege,Male,24,Pali,Rapido,Uber,cab,58,54,12,4.7,33148,397776,3380.9,21160,1.19,0,0.0,1.3,0,False,,0,10th,63988,24,18.62,business,stable,0.21,0,{},1.0
Krishna Bhavsar,Male,22,Amritsar,Swiggy,Zepto,food_delivery,9,6,10,4.7,21970,263640,8639.57,11823,0.7,0,0.0,3.6,1,True,363.0,5,12th,16661,12,10.13,debt_consolidation,stable,-0.01,2,"{""vehicle"": 135939}",0.0
Chandani Sabharwal,Female,19,Karimnagar,Ola,Uber,cab,8,4,10,4.8,33046,396552,10789.66,15720,1.49,0,0.0,2.2,1,False,,0,12th,126806,12,12.83,business,stable,0.12,2,"{""vehicle"": 225174, ""land"": 892982}",1.0
Advik Kota,Male,23,Katihar,Instamart,Swiggy,food_delivery,52,52,9,3.6,29725,356700,3794.22,14778,0.75,25000,0.07,1.9,1,False,,0,12th,100820,24,10.85,wedding,stable,0.02,2,{},1.0
Theodore Raghavan,Male,31,Rajahmundry,Rapido,Uber,cab,39,41,10,4.4,24041,288492,2681.69,15820,1.43,10000,0.03,3.9,0,False,,0,10th,33335,24,23.68,vehicle,semi-stable,0.03,0,"{""home"": 1110984, ""land"": 255008}",1.0
Jeremiah Deol,Male,42,Ballia,Uber,Rapido,cab,27,21,11,4.1,19643,235716,5222.18,13245,1.17,10000,0.04,2.5,1,False,,0,12th,67215,36,20.48,education,stable,-0.0,1,"{""home"": 794750}",1.0
Ekapad Hari,Male,18,Medininagar,Zepto,Zomato,food_delivery,11,8,11,4.4,33121,397452,4001.86,14447,0.72,0,0.0,1.1,1,False,,0,12th,11724,12,11.89,debt_consolidation,stable,0.05,0,"{""home"": 558999}",1.0
Nachiket Mahal,Male,19,Rajahmundry,Zomato,Zepto,food_delivery,13,16,9,4.8,15987,191844,5658.05,10033,0.75,0,0.0,1.5,1,False,,0,graduate,103731,36,15.34,education,stable,0.02,0,"{""vehicle"": 156377}",0.0
Ryan Mahal,Male,47,Kavali,Vedantu,UrbanPro,tutoring,52,57,7,4.250589256019087,34615,415380,5595.45,17182,0.96,0,0.0,0.1,0,False,,0,12th,52905,24,13.18,wedding,stable,-0.09,0,"{""vehicle"": 115544, ""home"": 1194462}",1.0
Neha Acharya,Female,36,Aurangabad,UrbanPro,,tutoring,16,0,8,4.250589256019087,30305,363660,4958.46,16384,0.76,0,0.0,3.0,0,False,,0,10th,65405,24,14.25,medical,stable,0.05,0,"{""vehicle"": 239456}",0.0
Samarth Sunder,Male,47,Bathinda,Rapido,Uber,cab,15,17,12,4.1,20802,249624,6142.3,11605,1.35,0,0.0,3.5,2,False,,0,12th,32387,12,20.15,vehicle,unstable,-0.04,0,"{""home"": 1202779}",1.0
Ishanvi Morar,Female,25,Secunderabad,HandyManGo,QuickFix,other,10,4,10,4.250589256019087,15667,188004,2413.61,10017,0.99,10000,0.05,0.6,0,False,,0,10th,84613,12,20.65,debt_consolidation,stable,0.03,0,{},0.0
Tanish Murty,Male,39,Satna,Zomato,Swiggy,food_delivery,15,9,11,3.5,27422,329064,3711.85,14348,1.38,0,0.0,3.5,0,True,360.0,20,10th,44462,36,22.3,business,stable,-0.17,0,"{""vehicle"": 84874}",0.0
Gagan Nigam,Male,20,Bhubaneswar,Zomato,Zepto,food_delivery,21,26,11,4.2,24944,299328,5535.1,13188,1.38,0,0.0,3.7,2,False,,0,10th,20426,12,17.79,debt_consolidation,semi-stable,0.1,0,"{""vehicle"": 205010}",1.0
Lajita Kata,Female,24,Panvel,UrbanClap,Yes Madam,beauty,11,8,9,4.9,31494,377928,3558.86,19184,1.38,0,0.0,2.3,0,False,,0,graduate,143730,12,11.58,wedding,semi-stable,0.0,0,"{""land"": 876287}",0.0
Benjamin Bhargava,Male,26,Eluru,Instamart,Swiggy,food_delivery,36,41,8,4.8,55577,666924,20782.92,28365,1.18,0,0.0,3.8,1,False,,0,graduate,10237,24,20.44,business,stable,-0.04,0,"{""vehicle"": 59102}",1.0
Chakradhar Ramaswamy,Male,32,Burhanpur,Rapido,Ola,cab,13,7,11,4.5,19012,228144,5779.49,8274,0.77,0,0.0,2.8,2,False,,0,12th,83672,12,14.63,education,semi-stable,0.04,0,"{""vehicle"": 227593}",0.0
Divya Dara,Female,50,Panihati,UrbanClap,Yes Madam,beauty,44,45,6,4.8,29779,357348,8215.07,18666,1.23,0,0.0,1.5,0,False,,0,10th,96289,24,18.29,wedding,unstable,0.06,0,"{""vehicle"": 165680, ""land"": 458658}",0.0
Falan Kaur,Male,18,Uluberia,Ola,Rapido,cab,27,25,11,5.0,27039,324468,5893.13,18413,1.23,0,0.0,2.4,2,False,,0,graduate,25040,12,15.79,debt_consolidation,semi-stable,-0.03,0,{},1.0
Ikbal Chaudhuri,Male,31,Bhubaneswar,Instamart,Swiggy,food_delivery,30,26,11,4.5,31790,381480,8226.02,16936,1.13,0,0.0,0.0,3,False,,0,10th,60285,36,11.48,medical,stable,-0.15,1,"{""vehicle"": 57412, ""home"": 685325}",1.0
Rushil Dara,Male,19,Durg,Swiggy,Zomato,food_delivery,43,48,10,4.8,32847,394164,3900.36,18142,1.41,0,0.0,0.8,3,False,,0,10th,113392,12,21.38,education,semi-stable,-0.1,1,"{""vehicle"": 295614, ""land"": 565683}",1.0
Qasim Yohannan,Male,19,Kavali,Instamart,Zepto,food_delivery,10,6,9,3.5,13860,166320,3883.24,7987,1.06,0,0.0,3.4,0,False,,0,graduate,124604,36,23.39,vehicle,semi-stable,-0.02,1,"{""vehicle"": 217298}",0.0
